id,type,src,dst,app,latency,message,ctime,size,buffer
1,LINK,55,2,7,5.000055566026667,M.USER.APP.7,107,4167452,0
1,LINK,2,100,7,1.000033339616,M.USER.APP.7,112.00005556602667,4167452,0
3,LINK,97,41,1,5.000036175413333,M.USER.APP.1,115,2713156,0
4,LINK,33,1,1,5.000036175413333,M.USER.APP.1,120,2713156,1
3,LINK,41,2,1,5.000036175413333,M.USER.APP.1,120.00003617541333,2713156,1
5,LINK,20,2,0,5.00004439524,M.USER.APP.0,123,3329643,2
6,LINK,98,2,6,5.00003632972,M.USER.APP.6,123,2724729,3
7,LINK,52,5,18,5.00003226232,M.USER.APP.18,123,2419674,4
4,LINK,1,2,1,5.000036175413333,M.USER.APP.1,125.00003617541333,2713156,4
3,LINK,2,100,1,1.000021705248,M.USER.APP.1,125.00007235082666,2713156,4
8,LINK,58,12,12,5.0000396870933335,M.USER.APP.12,126,2976532,5
9,LINK,81,2,14,5.000058506106667,M.USER.APP.14,126,4387958,6
7,LINK,5,2,18,5.00003226232,M.USER.APP.18,128.00003226232,2419674,5
6,LINK,2,100,6,1.000021797832,M.USER.APP.6,128.00003632972,2724729,5
5,LINK,2,100,0,1.000026637144,M.USER.APP.0,128.00004439524,3329643,5
4,LINK,2,100,1,1.000021705248,M.USER.APP.1,130.00007235082666,2713156,4
9,LINK,2,100,14,1.000035103664,M.USER.APP.14,131.00005850610665,4387958,2
7,LINK,2,100,18,1.000019357392,M.USER.APP.18,133.00006452463998,2419674,0
10,LINK,3,2,2,5.00003787568,M.USER.APP.2,147,2840676,0
11,LINK,67,19,11,5.000021404866667,M.USER.APP.11,148,1605365,1
12,LINK,64,3,7,5.000055566026667,M.USER.APP.7,150,4167452,2
10,LINK,2,100,2,1.000022725408,M.USER.APP.2,152.00003787568,2840676,2
11,LINK,19,2,11,5.000021404866667,M.USER.APP.11,153.00002140486666,1605365,2
12,LINK,3,2,7,5.000055566026667,M.USER.APP.7,155.00005556602667,4167452,1
11,LINK,2,100,11,1.00001284292,M.USER.APP.11,158.00004280973332,1605365,1
13,LINK,97,41,14,5.000058506106667,M.USER.APP.14,159,4387958,2
12,LINK,2,100,7,1.000033339616,M.USER.APP.7,160.00011113205335,4167452,1
2,LINK,52,5,14,5.000029359893333,14_(76-79),168.68815331010452,2201992,0
2,LINK,5,2,14,5.000029359893333,14_(76-79),173.68818266999787,2201992,0
2,LINK,2,100,14,1.000017615936,14_(76-79),178.68821202989122,2201992,0
16,LINK,96,4,11,5.000021404866667,M.USER.APP.11,192,1605365,0
17,LINK,52,5,7,5.000055566026667,M.USER.APP.7,195,4167452,1
16,LINK,4,2,11,5.000021404866667,M.USER.APP.11,197.00002140486666,1605365,1
17,LINK,5,2,7,5.000055566026667,M.USER.APP.7,200.00005556602667,4167452,1
16,LINK,2,100,11,1.00001284292,M.USER.APP.11,202.00004280973332,1605365,1
17,LINK,2,100,7,1.000033339616,M.USER.APP.7,205.00011113205335,4167452,0
14,LINK,61,16,16,5.0000242222,16_(87-88),214.71074380165288,1816665,0
14,LINK,16,5,16,5.0000242222,16_(87-88),219.7107680238529,1816665,0
21,LINK,10,0,5,5.00002130624,M.USER.APP.5,221,1597968,1
22,LINK,62,6,6,5.00003632972,M.USER.APP.6,221,2724729,2
14,LINK,5,2,16,5.0000242222,16_(87-88),224.7107922460529,1816665,2
21,LINK,0,2,5,5.00002130624,M.USER.APP.5,226.00002130624,1597968,2
24,LINK,55,2,13,5.00002695276,M.USER.APP.13,229,2021457,2
14,LINK,2,100,16,1.00001453332,16_(87-88),229.71081646825292,1816665,2
21,LINK,2,100,5,1.000012783744,M.USER.APP.5,231.00004261248,1597968,1
24,LINK,2,100,13,1.000016171656,M.USER.APP.13,234.00002695276,2021457,0
13,LINK,41,2,14,5.00003639164,14_(76-80),236.43346231160348,2729373,0
13,LINK,41,2,14,5.000057021613333,14_(76-78),236.43346231160348,4276621,1
13,LINK,41,2,14,5.000029359893333,14_(76-79),236.43346231160348,2201992,2
26,LINK,98,2,14,5.000058506106667,M.USER.APP.14,239,4387958,3
18,LINK,67,19,13,5.000032906533334,13_(68-69),239.27737226277372,2467990,4
27,LINK,93,34,15,5.000022028946667,M.USER.APP.15,241,1652171,5
13,LINK,2,100,14,1.000021834984,14_(76-80),241.4334987032435,2729373,5
28,LINK,55,2,4,5.000039555493333,M.USER.APP.4,242,2966662,6
26,LINK,2,100,14,1.000035103664,M.USER.APP.14,244.00005850610665,4387958,5
18,LINK,19,2,13,5.000032906533334,13_(68-69),244.27740516930706,2467990,5
13,LINK,2,100,14,1.000034212968,14_(76-78),246.43355572485683,4276621,3
28,LINK,2,100,4,1.000023733296,M.USER.APP.4,247.00003955549334,2966662,3
18,LINK,2,100,13,1.00001974392,13_(68-69),249.2774380758404,2467990,1
13,LINK,2,100,14,1.000017615936,14_(76-79),251.43358508475018,2201992,0
29,LINK,71,2,4,5.000039555493333,M.USER.APP.4,258,2966662,0
31,LINK,32,20,15,5.000022028946667,M.USER.APP.15,262,1652171,1
29,LINK,2,100,4,1.000023733296,M.USER.APP.4,263.00003955549334,2966662,1
32,LINK,24,5,8,5.0000388074133335,M.USER.APP.8,268,2910556,0
34,LINK,83,70,14,5.000058506106667,M.USER.APP.14,269,4387958,1
35,LINK,24,5,13,5.00002695276,M.USER.APP.13,271,2021457,2
32,LINK,5,2,8,5.0000388074133335,M.USER.APP.8,273.0000388074133,2910556,2
34,LINK,70,2,14,5.000058506106667,M.USER.APP.14,274.00005850610665,4387958,2
35,LINK,5,2,13,5.00002695276,M.USER.APP.13,278.0000657601733,2021457,2
32,LINK,2,100,8,1.000023284448,M.USER.APP.8,278.00007761482664,2910556,2
34,LINK,2,100,14,1.000035103664,M.USER.APP.14,279.0001170122133,4387958,1
20,LINK,98,2,16,5.0000242222,16_(87-88),281.717277486911,1816665,1
35,LINK,2,100,13,1.000016171656,M.USER.APP.13,283.0001045675866,2021457,1
36,LINK,62,5,15,5.000022028946667,M.USER.APP.15,284,1652171,2
20,LINK,2,100,16,1.00001453332,16_(87-88),286.717301709111,1816665,1
30,LINK,61,16,18,5.000054029666667,18_(96-97),286.89256198347107,4052225,2
30,LINK,61,16,18,5.000042393986667,18_(96-98),286.89256198347107,3179549,3
36,LINK,5,2,15,5.000022028946667,M.USER.APP.15,289.00002202894666,1652171,2
30,LINK,16,5,18,5.000054029666667,18_(96-97),291.89261601313774,4052225,2
36,LINK,2,100,15,1.000013217368,M.USER.APP.15,294.0000440578933,1652171,2
30,LINK,16,5,18,5.000042393986667,18_(96-98),296.89265840712443,3179549,1
30,LINK,5,2,18,5.000054029666667,18_(96-97),296.8926700428044,4052225,1
25,LINK,65,29,16,5.0000242222,16_(87-88),298.33623188405795,1816665,2
37,LINK,62,5,17,5.000042796453333,M.USER.APP.17,299,3209734,3
30,LINK,5,2,18,5.000042393986667,18_(96-98),301.8927124367911,3179549,3
30,LINK,2,100,18,1.0000324178,18_(96-97),301.8927240724711,4052225,3
37,LINK,5,2,17,5.000042796453333,M.USER.APP.17,304.00004279645333,3209734,1
30,LINK,2,100,18,1.000025436392,18_(96-98),306.8927664664578,3179549,1
37,LINK,2,100,17,1.000025677872,M.USER.APP.17,311.8928092629111,3209734,0
39,LINK,88,28,11,5.000021404866667,M.USER.APP.11,336,1605365,0
40,LINK,64,3,14,5.000058506106667,M.USER.APP.14,339,4387958,1
39,LINK,28,0,11,5.000021404866667,M.USER.APP.11,341.0000214048667,1605365,1
41,LINK,55,2,15,5.000022028946667,M.USER.APP.15,342,1652171,2
40,LINK,3,2,14,5.000058506106667,M.USER.APP.14,344.00005850610665,4387958,2
39,LINK,0,2,11,5.000021404866667,M.USER.APP.11,346.0000428097334,1605365,2
41,LINK,2,100,15,1.000013217368,M.USER.APP.15,347.00002202894666,1652171,2
40,LINK,2,100,14,1.000035103664,M.USER.APP.14,349.0001170122133,4387958,1
42,LINK,71,2,7,5.000055566026667,M.USER.APP.7,350,4167452,2
39,LINK,2,100,11,1.00001284292,M.USER.APP.11,351.00006421460006,1605365,1
25,LINK,29,2,16,5.0000338871466665,16_(88-89),351.54528836432246,2541536,2
42,LINK,2,100,7,1.000033339616,M.USER.APP.7,355.0000555660267,4167452,1
25,LINK,2,100,16,1.000020332288,16_(88-89),356.54532225146914,2541536,0
43,LINK,38,7,10,5.000034898733333,M.USER.APP.10,357,2617405,1
31,LINK,20,2,15,5.000035078133333,15_(85-86),357.1000220289466,2630860,2
44,LINK,96,4,14,5.000058506106667,M.USER.APP.14,358,4387958,2
45,LINK,16,5,9,5.000026470466667,M.USER.APP.9,359,1985285,3
46,LINK,55,2,7,5.000055566026667,M.USER.APP.7,361,4167452,4
47,LINK,55,2,7,5.000055566026667,M.USER.APP.7,362,4167452,5
43,LINK,7,2,10,5.000034898733333,M.USER.APP.10,362.00003489873336,2617405,5
31,LINK,2,100,15,1.00002104688,15_(85-86),362.10005710708,2630860,5
48,LINK,38,7,3,5.000030384773333,M.USER.APP.3,363,2278858,6
45,LINK,5,2,9,5.000026470466667,M.USER.APP.9,364.00002647046665,1985285,4
46,LINK,2,100,7,1.000033339616,M.USER.APP.7,366.0000555660267,4167452,4
43,LINK,2,100,10,1.00002093924,M.USER.APP.10,367.0000697974667,2617405,4
45,LINK,2,100,9,1.00001588228,M.USER.APP.9,369.0000529409333,1985285,1
47,LINK,2,100,7,1.000033339616,M.USER.APP.7,371.00011113205335,4167452,0
31,LINK,20,2,15,5.0000341760666664,15_(82-84),375.50470952894665,2563205,0
27,LINK,34,12,15,5.0000341760666664,15_(82-84),376.77779980672443,2563205,1
52,LINK,71,2,10,5.000034898733333,M.USER.APP.10,379,2617405,2
31,LINK,2,100,15,1.00002050564,15_(82-84),380.5047437050133,2563205,2
27,LINK,12,2,15,5.0000341760666664,15_(82-84),381.7778339827911,2563205,1
52,LINK,2,100,10,1.00002093924,M.USER.APP.10,384.00003489873336,2617405,1
27,LINK,2,100,15,1.00002050564,15_(82-84),386.77786815885776,2563205,0
53,LINK,61,37,13,5.00002695276,M.USER.APP.13,387,2021457,1
54,LINK,97,41,1,5.000036175413333,M.USER.APP.1,387,2713156,2
55,LINK,97,41,1,5.000036175413333,M.USER.APP.1,388,2713156,2
53,LINK,37,15,13,5.00002695276,M.USER.APP.13,392.00002695276,2021457,2
54,LINK,41,2,1,5.000036175413333,M.USER.APP.1,392.00003617541336,2713156,2
56,LINK,64,3,13,5.00002695276,M.USER.APP.13,395,2021457,3
55,LINK,41,2,1,5.000036175413333,M.USER.APP.1,397.0000723508267,2713156,1
54,LINK,2,100,1,1.000021705248,M.USER.APP.1,397.0000723508267,2713156,2
48,LINK,7,17,3,5.000057133226667,3_(12-13),398.82731630639887,4284992,2
48,LINK,7,2,3,5.000034690933333,3_(12-14),398.82731630639887,2601820,3
48,LINK,7,2,3,5.000038559786667,3_(12-15),398.82731630639887,2891984,4
48,LINK,7,2,3,5.000022498733333,3_(12-16),398.82731630639887,1687405,5
48,LINK,7,2,3,5.00003735084,3_(12-20),398.82731630639887,2801313,6
56,LINK,3,2,13,5.00002695276,M.USER.APP.13,400.00002695276,2021457,6
55,LINK,2,100,1,1.000021705248,M.USER.APP.1,402.00010852624007,2713156,6
57,LINK,46,2,11,5.000021404866667,M.USER.APP.11,403,1605365,7
48,LINK,2,100,3,1.00002081456,3_(12-14),403.8273509973322,2601820,6
58,LINK,33,1,1,5.000036175413333,M.USER.APP.1,404,2713156,6
59,LINK,96,4,12,5.0000396870933335,M.USER.APP.12,405,2976532,6
60,LINK,33,1,1,5.000036175413333,M.USER.APP.1,405,2713156,7
56,LINK,2,100,13,1.000016171656,M.USER.APP.13,405.00005390551996,2021457,7
61,LINK,61,16,11,5.000021404866667,M.USER.APP.11,407,1605365,7
57,LINK,2,100,11,1.00001284292,M.USER.APP.11,408.0000214048667,1605365,7
48,LINK,2,100,3,1.000023135872,3_(12-15),408.82738955711886,2891984,7
58,LINK,1,2,1,5.000036175413333,M.USER.APP.1,409.00003617541336,2713156,6
59,LINK,4,2,12,5.0000396870933335,M.USER.APP.12,410.0000396870933,2976532,6
63,LINK,14,2,12,5.0000396870933335,M.USER.APP.12,412,2976532,6
61,LINK,16,5,11,5.000021404866667,M.USER.APP.11,412.0000214048667,1605365,6
64,LINK,98,2,6,5.00003632972,M.USER.APP.6,413,2724729,7
65,LINK,52,5,18,5.00003226232,M.USER.APP.18,413,2419674,8
48,LINK,2,100,3,1.00001349924,3_(12-16),413.8274120558522,1687405,8
66,LINK,20,2,0,5.00004439524,M.USER.APP.0,414,3329643,9
67,LINK,98,2,6,5.00003632972,M.USER.APP.6,414,2724729,10
68,LINK,52,5,18,5.00003226232,M.USER.APP.18,414,2419674,11
60,LINK,1,2,1,5.000036175413333,M.USER.APP.1,414.0000723508267,2713156,10
58,LINK,2,100,1,1.000021705248,M.USER.APP.1,414.0000723508267,2713156,11
69,LINK,88,74,1,5.000036175413333,M.USER.APP.1,415,2713156,11
70,LINK,20,2,0,5.00004439524,M.USER.APP.0,415,3329643,12
59,LINK,2,100,12,1.000023812256,M.USER.APP.12,415.0000793741866,2976532,12
44,LINK,4,2,14,5.00003639164,14_(76-80),416.78498786246456,2729373,12
63,LINK,2,100,12,1.000023812256,M.USER.APP.12,417.0000396870933,2976532,11
61,LINK,5,2,11,5.000021404866667,M.USER.APP.11,417.0000428097334,1605365,11
65,LINK,5,2,18,5.00003226232,M.USER.APP.18,418.00003226232,2419674,11
64,LINK,2,100,6,1.000021797832,M.USER.APP.6,418.00003632972,2724729,11
48,LINK,2,100,3,1.000022410504,3_(12-20),418.8274494066922,2801313,10
66,LINK,2,100,0,1.000026637144,M.USER.APP.0,419.00004439524,3329643,10
60,LINK,2,100,1,1.000021705248,M.USER.APP.1,419.00010852624007,2713156,9
44,LINK,2,100,14,1.000021834984,14_(76-80),421.78502425410454,2729373,6
61,LINK,2,100,11,1.00001284292,M.USER.APP.11,422.00006421460006,1605365,6
68,LINK,5,2,18,5.00003226232,M.USER.APP.18,423.00006452464004,2419674,5
67,LINK,2,100,6,1.000021797832,M.USER.APP.6,423.00007265944,2724729,5
71,LINK,58,12,12,5.0000396870933335,M.USER.APP.12,424,2976532,5
70,LINK,2,100,0,1.000026637144,M.USER.APP.0,424.00008879048005,3329643,5
72,LINK,9,2,19,5.000049633213333,M.USER.APP.19,425,3722491,5
73,LINK,81,2,14,5.000058506106667,M.USER.APP.14,425,4387958,6
74,LINK,58,12,12,5.0000396870933335,M.USER.APP.12,425,2976532,7
75,LINK,81,2,14,5.000058506106667,M.USER.APP.14,426,4387958,7
50,LINK,52,5,14,5.000029359893333,14_(76-79),426.68815331010455,2201992,7
65,LINK,2,100,18,1.000019357392,M.USER.APP.18,427.0000964769201,2419674,7
76,LINK,55,2,12,5.0000396870933335,M.USER.APP.12,428,2976532,8
72,LINK,2,100,19,1.000029779928,M.USER.APP.19,430.00004963321334,3722491,6
73,LINK,2,100,14,1.000035103664,M.USER.APP.14,430.00005850610665,4387958,6
50,LINK,5,2,14,5.000029359893333,14_(76-79),431.6881826699979,2201992,5
68,LINK,2,100,18,1.000019357392,M.USER.APP.18,432.0001287392401,2419674,4
76,LINK,2,100,12,1.000023812256,M.USER.APP.12,433.0000396870933,2976532,4
79,LINK,55,2,7,5.000055566026667,M.USER.APP.7,434,4167452,4
75,LINK,2,100,14,1.000035103664,M.USER.APP.14,435.0001170122133,4387958,2
50,LINK,2,100,14,1.000017615936,14_(76-79),437.00015809913344,2201992,1
79,LINK,2,100,7,1.000033339616,M.USER.APP.7,439.0000555660267,4167452,0
38,LINK,24,5,15,5.000035078133333,15_(85-86),453.6222760290557,2630860,0
38,LINK,5,2,15,5.000035078133333,15_(85-86),458.62231110718903,2630860,0
38,LINK,2,100,15,1.00002104688,15_(85-86),463.6223461853224,2630860,0
81,LINK,88,74,13,5.00002695276,M.USER.APP.13,465,2021457,0
82,LINK,97,41,1,5.000036175413333,M.USER.APP.1,465,2713156,1
83,LINK,55,2,7,5.000055566026667,M.USER.APP.7,465,4167452,2
81,LINK,74,15,13,5.00002695276,M.USER.APP.13,470.00002695276,2021457,2
82,LINK,41,2,1,5.000036175413333,M.USER.APP.1,470.00003617541336,2713156,2
83,LINK,2,100,7,1.000033339616,M.USER.APP.7,470.0000555660267,4167452,2
53,LINK,15,35,13,5.000039744053334,13_(69-70),470.1962748357525,2980804,3
82,LINK,2,100,1,1.000021705248,M.USER.APP.1,475.0000723508267,2713156,1
86,LINK,93,34,1,5.000036175413333,M.USER.APP.1,476,2713156,1
86,LINK,34,12,1,5.000036175413333,M.USER.APP.1,481.00003617541336,2713156,0
38,LINK,24,5,15,5.0000341760666664,15_(82-84),482.1428571428571,2563205,1
87,LINK,46,2,8,5.0000388074133335,M.USER.APP.8,483,2910556,2
88,LINK,55,2,7,5.000055566026667,M.USER.APP.7,484,4167452,3
89,LINK,33,1,1,5.000036175413333,M.USER.APP.1,485,2713156,4
86,LINK,12,2,1,5.000036175413333,M.USER.APP.1,486.0000723508267,2713156,4
51,LINK,52,5,14,5.000029359893333,14_(76-79),486.3763066202091,2201992,5
90,LINK,81,2,12,5.0000396870933335,M.USER.APP.12,487,2976532,6
38,LINK,5,2,15,5.0000341760666664,15_(82-84),487.1428913189238,2563205,6
87,LINK,2,100,8,1.000023284448,M.USER.APP.8,488.0000388074133,2910556,6
91,LINK,88,28,17,5.000042796453333,M.USER.APP.17,489,3209734,7
88,LINK,2,100,7,1.000033339616,M.USER.APP.7,489.0000555660267,4167452,7
69,LINK,74,15,1,5.000036158733334,1_(3-9),489.1204550235809,2711905,7
69,LINK,74,15,1,5.0000343908,1_(3-4),489.1204550235809,2579310,8
69,LINK,74,15,1,5.00003339936,1_(3-7),489.1204550235809,2504952,9
89,LINK,1,2,1,5.000036175413333,M.USER.APP.1,490.00003617541336,2713156,9
86,LINK,2,100,1,1.000021705248,M.USER.APP.1,491.00010852624007,2713156,8
51,LINK,5,2,14,5.000029359893333,14_(76-79),491.37633598010245,2201992,8
90,LINK,2,100,12,1.000023812256,M.USER.APP.12,492.0000396870933,2976532,8
38,LINK,2,100,15,1.00002050564,15_(82-84),492.14292549499044,2563205,7
93,LINK,3,2,2,5.00003787568,M.USER.APP.2,494,2840676,7
91,LINK,28,0,17,5.000042796453333,M.USER.APP.17,494.00004279645333,3209734,7
69,LINK,15,0,1,5.000036158733334,1_(3-9),494.12049118231425,2711905,6
94,LINK,3,2,2,5.00003787568,M.USER.APP.2,495,2840676,7
89,LINK,2,100,1,1.000021705248,M.USER.APP.1,495.0000723508267,2713156,7
95,LINK,98,2,6,5.00003632972,M.USER.APP.6,496,2724729,8
96,LINK,52,5,18,5.00003226232,M.USER.APP.18,496,2419674,9
97,LINK,20,2,0,5.00004439524,M.USER.APP.0,497,3329643,9
51,LINK,2,100,14,1.000017615936,14_(76-79),497.1429548548838,2201992,9
98,LINK,97,41,1,5.000036175413333,M.USER.APP.1,498,2713156,10
99,LINK,67,19,11,5.000021404866667,M.USER.APP.11,499,1605365,10
93,LINK,2,100,2,1.000022725408,M.USER.APP.2,499.00003787568,2840676,10
91,LINK,0,8,17,5.000042796453333,M.USER.APP.17,499.00008559290666,3209734,10
69,LINK,15,0,1,5.0000343908,1_(3-4),499.12052557311426,2579310,10
69,LINK,0,2,1,5.000036158733334,1_(3-9),499.1205273410476,2711905,10
100,LINK,67,19,11,5.000021404866667,M.USER.APP.11,500,1605365,11
101,LINK,98,2,17,5.000042796453333,M.USER.APP.17,501,3209734,11
96,LINK,5,2,18,5.00003226232,M.USER.APP.18,501.00003226232,2419674,11
95,LINK,2,100,6,1.000021797832,M.USER.APP.6,501.00003632972,2724729,11
102,LINK,65,29,15,5.000022028946667,M.USER.APP.15,502,1652171,12
97,LINK,2,100,0,1.000026637144,M.USER.APP.0,502.00004439524,3329643,12
98,LINK,41,2,1,5.000036175413333,M.USER.APP.1,503.00003617541336,2713156,11
62,LINK,77,57,14,5.00003639164,14_(76-80),503.3477088948787,2729373,11
62,LINK,77,57,14,5.000029359893333,14_(76-79),503.3477088948787,2201992,12
103,LINK,83,70,7,5.000055566026667,M.USER.APP.7,504,4167452,13
99,LINK,19,2,11,5.000021404866667,M.USER.APP.11,504.0000214048667,1605365,13
94,LINK,2,100,2,1.000022725408,M.USER.APP.2,504.00007575136,2840676,13
69,LINK,15,0,1,5.00003339936,1_(3-7),504.12055897247427,2504952,12
69,LINK,0,2,1,5.0000343908,1_(3-4),504.1205617318476,2579310,12
69,LINK,2,100,1,1.00002169524,1_(3-9),504.1205634997809,2711905,12
104,LINK,64,3,7,5.000055566026667,M.USER.APP.7,505,4167452,13
106,LINK,64,3,7,5.000055566026667,M.USER.APP.7,506,4167452,13
96,LINK,2,100,18,1.000019357392,M.USER.APP.18,506.00006452464004,2419674,13
101,LINK,2,100,17,1.000025677872,M.USER.APP.17,506.0000791261733,3209734,13
98,LINK,2,100,1,1.000021705248,M.USER.APP.1,508.0000723508267,2713156,10
62,LINK,57,2,14,5.00003639164,14_(76-80),508.34774528651866,2729373,9
107,LINK,58,12,12,5.0000396870933335,M.USER.APP.12,509,2976532,10
100,LINK,19,2,11,5.000021404866667,M.USER.APP.11,509.0000428097334,1605365,9
99,LINK,2,100,11,1.00001284292,M.USER.APP.11,509.0000428097334,1605365,10
103,LINK,70,2,7,5.000055566026667,M.USER.APP.7,509.0000555660267,4167452,10
69,LINK,0,2,1,5.00003339936,1_(3-7),509.1205951312076,2504952,9
69,LINK,2,100,1,1.00002063448,1_(3-4),509.12059789058094,2579310,9
108,LINK,81,2,14,5.000058506106667,M.USER.APP.14,510,4387958,10
104,LINK,3,2,7,5.000055566026667,M.USER.APP.7,510.0000555660267,4167452,10
62,LINK,57,2,14,5.000029359893333,14_(76-79),513.347774646412,2201992,8
62,LINK,2,100,14,1.000021834984,14_(76-80),513.3477816781586,2729373,8
100,LINK,2,100,11,1.00001284292,M.USER.APP.11,514.0000642146,1605365,7
103,LINK,2,100,7,1.000033339616,M.USER.APP.7,514.0001111320533,4167452,7
69,LINK,2,100,1,1.000020039616,1_(3-7),514.1206312899409,2504952,7
108,LINK,2,100,14,1.000035103664,M.USER.APP.14,515.0000585061067,4387958,6
106,LINK,3,2,7,5.000055566026667,M.USER.APP.7,515.0001111320533,4167452,5
104,LINK,2,100,7,1.000033339616,M.USER.APP.7,515.0001111320533,4167452,6
109,LINK,97,41,1,5.000036175413333,M.USER.APP.1,518,2713156,4
62,LINK,2,100,14,1.000017615936,14_(76-79),518.347811038052,2201992,4
110,LINK,33,1,1,5.000036175413333,M.USER.APP.1,520,2713156,3
106,LINK,2,100,7,1.000033339616,M.USER.APP.7,520.00016669808,4167452,3
109,LINK,41,2,1,5.000036175413333,M.USER.APP.1,523.0000361754134,2713156,1
111,LINK,55,2,7,5.000055566026667,M.USER.APP.7,525,4167452,2
110,LINK,1,2,1,5.000036175413333,M.USER.APP.1,525.0000361754134,2713156,2
109,LINK,2,100,1,1.000021705248,M.USER.APP.1,528.0000723508267,2713156,2
111,LINK,2,100,7,1.000033339616,M.USER.APP.7,530.0000555660266,4167452,1
110,LINK,2,100,1,1.000021705248,M.USER.APP.1,530.0000723508267,2713156,1
112,LINK,98,2,6,5.00003632972,M.USER.APP.6,532,2724729,1
113,LINK,52,5,18,5.00003226232,M.USER.APP.18,532,2419674,2
115,LINK,20,2,0,5.00004439524,M.USER.APP.0,533,3329643,2
116,LINK,97,41,14,5.000058506106667,M.USER.APP.14,536,4387958,3
117,LINK,97,41,14,5.000058506106667,M.USER.APP.14,537,4387958,4
113,LINK,5,2,18,5.00003226232,M.USER.APP.18,537.00003226232,2419674,4
112,LINK,2,100,6,1.000021797832,M.USER.APP.6,537.00003632972,2724729,4
115,LINK,2,100,0,1.000026637144,M.USER.APP.0,538.00004439524,3329643,4
118,LINK,33,1,1,5.000036175413333,M.USER.APP.1,541,2713156,3
113,LINK,2,100,18,1.000019357392,M.USER.APP.18,542.00006452464,2419674,2
102,LINK,29,2,15,5.00005192936,15_(81-82),543.278731706366,3894702,2
102,LINK,29,2,15,5.000058252146666,15_(81-85),543.278731706366,4368911,3
119,LINK,58,12,12,5.0000396870933335,M.USER.APP.12,546,2976532,4
118,LINK,1,2,1,5.000036175413333,M.USER.APP.1,546.0000361754134,2713156,4
80,LINK,52,5,14,5.000029359893333,14_(76-79),546.0644599303137,2201992,4
120,LINK,81,2,14,5.000058506106667,M.USER.APP.14,547,4387958,5
81,LINK,15,35,13,5.000039744053334,13_(69-70),548.1962748357525,2980804,6
102,LINK,2,100,15,1.000031157616,15_(81-82),548.278783635726,3894702,6
118,LINK,2,100,1,1.000021705248,M.USER.APP.1,551.0000723508267,2713156,4
80,LINK,5,2,14,5.000029359893333,14_(76-79),551.064489290207,2201992,4
120,LINK,2,100,14,1.000035103664,M.USER.APP.14,552.0000585061067,4387958,4
102,LINK,2,100,15,1.000034951288,15_(81-85),553.2788418878727,4368911,1
121,LINK,98,2,6,5.00003632972,M.USER.APP.6,554,2724729,2
122,LINK,52,5,18,5.00003226232,M.USER.APP.18,554,2419674,3
123,LINK,20,2,0,5.00004439524,M.USER.APP.0,555,3329643,3
80,LINK,2,100,14,1.000017615936,14_(76-79),556.0645186501004,2201992,3
122,LINK,5,2,18,5.00003226232,M.USER.APP.18,559.00003226232,2419674,2
121,LINK,2,100,6,1.000021797832,M.USER.APP.6,559.00003632972,2724729,2
123,LINK,2,100,0,1.000026637144,M.USER.APP.0,560.00004439524,3329643,2
126,LINK,97,41,1,5.000036175413333,M.USER.APP.1,562,2713156,1
122,LINK,2,100,18,1.000019357392,M.USER.APP.18,564.00006452464,2419674,1
126,LINK,41,2,1,5.000036175413333,M.USER.APP.1,567.0000361754134,2713156,0
127,LINK,58,12,12,5.0000396870933335,M.USER.APP.12,568,2976532,1
128,LINK,81,2,14,5.000058506106667,M.USER.APP.14,569,4387958,2
126,LINK,2,100,1,1.000021705248,M.USER.APP.1,572.0000723508267,2713156,2
128,LINK,2,100,14,1.000035103664,M.USER.APP.14,574.0000585061067,4387958,0
129,LINK,33,1,1,5.000036175413333,M.USER.APP.1,586,2713156,0
129,LINK,1,2,1,5.000036175413333,M.USER.APP.1,591.0000361754134,2713156,0
130,LINK,3,2,2,5.00003787568,M.USER.APP.2,593,2840676,1
129,LINK,2,100,1,1.000021705248,M.USER.APP.1,596.0000723508267,2713156,1
130,LINK,2,100,2,1.000022725408,M.USER.APP.2,598.00003787568,2840676,0
132,LINK,67,19,11,5.000021404866667,M.USER.APP.11,599,1605365,1
133,LINK,98,2,6,5.00003632972,M.USER.APP.6,600,2724729,1
134,LINK,52,5,18,5.00003226232,M.USER.APP.18,600,2419674,2
136,LINK,20,2,0,5.00004439524,M.USER.APP.0,602,3329643,3
132,LINK,19,2,11,5.000021404866667,M.USER.APP.11,604.0000214048666,1605365,3
134,LINK,5,2,18,5.00003226232,M.USER.APP.18,605.00003226232,2419674,3
133,LINK,2,100,6,1.000021797832,M.USER.APP.6,605.00003632972,2724729,3
84,LINK,52,5,14,5.000029359893333,14_(76-79),605.7526132404182,2201992,4
137,LINK,64,3,7,5.000055566026667,M.USER.APP.7,606,4167452,5
136,LINK,2,100,0,1.000026637144,M.USER.APP.0,607.00004439524,3329643,4
124,LINK,61,16,16,5.0000242222,16_(87-88),607.7107438016529,1816665,5
138,LINK,55,2,7,5.000055566026667,M.USER.APP.7,609,4167452,5
132,LINK,2,100,11,1.00001284292,M.USER.APP.11,609.0000428097333,1605365,5
134,LINK,2,100,18,1.000019357392,M.USER.APP.18,610.00006452464,2419674,4
84,LINK,5,2,14,5.000029359893333,14_(76-79),610.7526426003116,2201992,4
137,LINK,3,2,7,5.000055566026667,M.USER.APP.7,611.0000555660266,4167452,4
