id,type,src,dst,app,latency,message,ctime,size,buffer,path,shiftime
112,LINK,0,2,3,5.000004,M.USER.APP.3,1287.000017142857,20,11,"[4, 1, 0, 2, 9, 30, 91]",0.0
113,LINK,3,10,4,2.00001,M.USER.APP.4,1287.000017142857,20,12,"[5, 1, 0, 3, 10, 31, 94]",0.0
113,LINK,10,31,4,5.000004,M.USER.APP.4,1289.0000271428569,20,11,"[5, 1, 0, 3, 10, 31, 94]",0.0
111,LINK,35,11,2,2.000045,2_(0-6),1289.5000365714286,90,11,"[35, 11]",0.0
120,LINK,20,61,5,2.000006,M.USER.APP.5,1290.000004,12,10,"[6, 20, 61]",0.0
106,LINK,91,30,3,6.000038333333333,3_(0-6),1290.5000227619043,230,11,"[91, 30]",0.0
119,LINK,1,0,4,7.000002857142857,M.USER.APP.4,1291.000005,20,11,"[5, 1, 0, 3, 10, 31, 94]",3.000014999999621
116,LINK,0,1,1,7.000002857142857,M.USER.APP.1,1292.000004,20,9,"[2, 0, 1, 4, 13, 42]",0.0
118,LINK,1,0,3,7.000002857142857,M.USER.APP.3,1292.000004,20,10,"[4, 1, 0, 2, 9, 30, 91]",9.00001885714255
112,LINK,2,9,3,7.000002857142857,M.USER.APP.3,1292.000021142857,20,9,"[4, 1, 0, 2, 9, 30, 91]",0.0
120,LINK,61,20,5,2.0000205,5_(0-6),1293.5000099999997,41,9,"[61, 20, 6]",0.0
109,LINK,113,37,0,8.00000375,0_(0-3),1293.6000334523806,30,10,"[113, 37, 12, 3]",0.0
